?번호,k-아파트코드,k-아파트명,주소(시군구),주소(읍면동),"k-단지분류(아파트,주상복합등등)",k-세대타입(분양형태),k-전체동수,k-전체세대수,k-건설사(시공사),k-시행사,k-사용검사일-사용승인일,k-연면적,좌표X,좌표Y,컨소시엄여부,수정필드,기업그룹
1629,A13984813,월계주공1단지,노원구,월계동,아파트,임대,8,2298,한국토지주택공사,한국토지주택공사,1992-11-19 0:00,100682,127.0517313,37.6265297,N,,
1630,A15106901,"봉천두산1,2단지",관악구,봉천동,아파트,분양,25,2001,두산,두산,2000-12-28 0:00,283601,126.9431459,37.4848788,N,,
1631,A13984814,월계주공2단지,노원구,월계동,아파트,분양,16,2002,주택공사,주택공사,1992-10-30 0:00,135018,127.0517313,37.6265297,N,,
1632,A13983004,상계주공2단지,노원구,상계동,아파트,분양,23,2029,대한주택공사,대한주택공사,1987-11-21 0:00,153686,127.0600209,37.6503337,N,,
1633,A15807101,목동9단지,양천구,신정동,아파트,분양,32,2030,"극동건설, 삼익건설",서울시,1987-07-30 0:00,250050,126.8613466,37.5187044,Y,,
1634,A10045301,신당남산타운임대,중구,신당동,아파트,임대,7,2034,동아건설,sh공사,2002-05-25 0:00,121031,127.0072969,37.5467804,N,,
1635,A13204510,창동북한산아이파크,도봉구,창동,아파트,분양,25,2061,"삼풍물산(주), 현대산업개발(주)",현대산업개발(주),2004-07-30 0:00,396650,127.0437366,37.6579079,Y,기업그룹,아이파크현대산업개발(HDC)
1636,A13983105,상계주공1단지,노원구,상계동,아파트,분양,24,2064,대한주택공사,대한주택공사,1988-05-13 0:00,150894,127.0590541,37.646847,N,,
1637,A13880806,가락쌍용1차,송파구,가락동,아파트,분양,14,2064,쌍용건설 주식회사,쌍용건설 주식회사,1997-03-20 0:00,248144,127.1285511,37.4954185,N,기업그룹,쌍용건설
1638,A13920802,상계주공15단지,노원구,상계동,아파트,임대,12,2100,sh공사,sh공사,1988-07-27 0:00,137241,127.055611,37.6683012,N,,
1639,A15105302,관악푸르지오아파트,관악구,봉천동,아파트,분양,23,2104,대우건설,재건축조합,2004-08-26 0:00,272723,126.9608583,37.4873089,N,기업그룹,대우건설
1640,A13377703,행당한진타운,성동구,행당동,아파트,분양,21,2123,한진중공업,금호1-6지구재개발조합,2000-11-07 0:00,322555,127.0292269,37.5560348,N,,
1641,A15286809,구로주공,구로구,구로동,아파트,분양,19,2126,대한주택공사,대한주택공사,1986-06-30 0:00,186670,126.8755006,37.4935926,N,,
1642,A15105303,관악현대,관악구,봉천동,아파트,분양,26,2134,현대건설,봉천제1구역주택개량재개발조합,1992-04-27 0:00,245534,126.9583526,37.4920393,N,기업그룹,현대건설
1643,A13920706,상계주공4단지,노원구,상계동,아파트,분양,17,2136,대한주택공사,대한주택공사,1988-05-13 0:00,154389,127.0634916,37.6504505,N,,
1644,A15792602,화곡푸르지오,강서구,화곡동,아파트,분양,50,2176,대우건설,대우건설,2002-10-31 0:00,481277,126.8313603,37.5446962,N,기업그룹,대우건설
1645,A13010006,장안현대홈타운,동대문구,장안동,아파트,분양,22,2182,현대건설,장안1동 재건축주택조합,2003-10-28 0:00,366425,127.0745688,37.5698432,N,기업그룹,현대건설
1646,A13613008,월곡두산위브아파트,성북구,하월곡동,아파트,분양,30,2197,두산건설,월곡구역 주택 재개발조합,2003-04-30 0:00,368906,127.0383738,37.6070339,N,,
1647,A15884703,신월시영아파트,양천구,신월동,아파트,분양,20,2256,서울도시개발공사,서울도시개발공사,1988-04-30 0:00,161114,126.8359615,37.5176143,N,,
1648,A13981903,상계주공14단지,노원구,상계동,아파트,분양,26,2265,주공,주공,1989-04-21 0:00,163274,127.0594091,37.6688541,N,,
1649,A15807605,목동13단지,양천구,신정동,아파트,분양,33,2280,"선경건설, 삼부토건",서울특별시,1987-07-30 0:00,275572,126.8650104,37.514173,Y,기업그룹,SK에코플랜트
1650,A15288814,"신도림대림1,2차",구로구,신도림동,아파트,분양,27,2298,대림,종근당외,1999-11-27 0:00,325741,126.880595,37.5058413,N,기업그룹,DL이앤씨
1651,A13922114,중계주공5단지,노원구,중계동,아파트,분양,18,2328,대한주택공사,대한주택공사,1992-04-29 0:00,174605,127.0766362,37.6532581,N,,
1652,A13920803,상계주공16단지,노원구,상계동,아파트,분양,18,2392,주택공사,주택공사,1988-09-23 0:00,190602,127.0553293,37.6687238,N,,
1653,A13307204,행당대림,성동구,행당동,아파트,분양,31,2399,대림산업,하왕2-1재개발조함,2000-12-30 0:00,348652,127.0271171,37.557906,N,기업그룹,DL이앤씨
1654,A13407104,명일삼익그린2차,강동구,명일동,아파트,분양,18,2400,삼익그린맨션,삼익건설,1983-12-17 0:00,221766,127.148467,37.5532919,N,,
1655,A15780806,가양5단지,강서구,가양동,아파트,임대,16,2412,"대주건설, 건영",SH공사,1992-11-30 0:00,107846,126.8548294,37.5636713,Y,,
1656,A15209207,개봉동현대아파트,구로구,개봉동,아파트,분양,31,2412,현대건설(주),원풍재건축주택조합,2001-08-22 0:00,365347,126.858502,37.4920888,N,기업그룹,현대건설
1657,A13986504,중계무지개아파트,노원구,중계동,아파트,분양,14,2433,럭키외,서울시,1991-11-15 0:00,172371,127.0665685,37.6427243,N,,
1658,A13528004,대치미도맨션,강남구,대치동,아파트,분양,21,2436,한보주택(주),한보주택(주),1983-11-28 0:00,362381,127.067338,37.4933854,N,,
1659,A15003002,영등포푸르지오,영등포구,영등포동,아파트,분양,31,2462,대우건설,(주)넥서스건설,2002-05-31 0:00,307282,126.9045485,37.5120598,N,기업그룹,대우건설
1660,A15701003,우장산아이파크이편한세상,강서구,화곡동,아파트,분양,42,2517,"현대산업개발, 대림산업",화곡2주구정비사업조합,2008-01-08 0:00,384781,126.8404024,37.5488035,Y,기업그룹,DL이앤씨; 아이파크현대산업개발(HDC)
1661,A15805115,목동7단지,양천구,목동,아파트,분양,34,2550,광주고속 경남기업 한일개발 경향건설,서울시 목동지구 개발사업소,1986-10-06 0:00,244025,126.869144,37.5290303,N,,
1662,A13522008,수서주공,강남구,수서동,아파트,임대,14,2565,럭키개발,한국토지주택공사,1992-10-17 0:00,116832,127.0997555,37.4903395,N,기업그룹,GS건설
1663,A13986505,중계시영3단지목련,노원구,중계동,아파트,임대,11,2619,sh공사,sh공사,1991-11-15 0:00,125080,127.069028,37.6465111,N,,
1664,A13982704,상계주공7단지,노원구,상계동,아파트,분양,21,2634,라이프주택. 삼환. 장복건설,대한주택공사,1988-07-27 0:00,190485,127.060964,37.6580044,Y,,
1665,A13790730,"잠원한신4지구(8차~11차,17차)",서초구,잠원동,아파트,분양,23,2640,한신공영,한신공영,1981-02-04 0:00,227373,127.0123844,37.5116554,N,,
1666,A13920707,상계주공6단지,노원구,상계동,아파트,분양,28,2646,대한주택공사,대한주택공사,1988-05-13 0:00,203067,127.0630823,37.6534408,N,,
1667,A13920804,상계주공10단지,노원구,상계동,아파트,분양,27,2654,대한주택공사,대한주택공사,1988-09-07 0:00,197224,127.0538808,37.6634281,N,,
1668,A13201209,도봉한신,도봉구,도봉동,아파트,분양,25,2678,한신공영,한신공영,1995-09-30 0:00,346446,127.0480587,37.6857192,N,,
1669,A13822001,잠실레이크팰리스,송파구,잠실동,아파트,분양,35,2678,"삼성, gs","삼성물산건설부문, GS건설",2006-12-28 0:00,492205,127.0927735,37.5086223,Y,기업그룹,삼성물산; GS건설
1670,A15303205,관악벽산타운5단지,금천구,시흥동,아파트,분양,25,2810,벽산건설,벽산건설,2004-08-06 0:00,363995,126.9187672,37.4482739,N,,
1671,A13921005,상계주공9단지,노원구,상계동,아파트,분양,23,2830,대힌주택공사,한국주택공사,1988-10-24 0:00,217994,127.059948,37.662167,N,,
1672,A13204105,창동주공3단지,도봉구,창동,아파트,분양,32,2856,sh 공사,sh 공사,1990-09-06 0:00,238813,127.045837,37.6500348,N,,
1673,A13405201,암사선사현대,강동구,암사동,아파트,분양,16,2938,"현대건설, 현대산업개발","현대건설, 현대산업개발",2000-06-15 0:00,346795,127.1266968,37.5522571,Y,기업그룹,현대건설; 아이파크현대산업개발(HDC)
1674,A15807707,신정양천,양천구,신정동,아파트,임대,16,2998,"풍린, 진흥",sh공사,1995-12-11 0:00,176355,126.8632848,37.5099235,Y,,
1675,A13527203,도곡렉슬,강남구,도곡동,아파트,분양,34,3002,"현대,쌍용,GS",도곡주공재건축조합,2006-01-27 0:00,553661,127.0489846,37.4930287,Y,기업그룹,현대건설; GS건설; 쌍용건설
1676,A13984004,그랑빌,노원구,월계동,아파트,분양,25,3003,"한진중공업,한화건설",0,2002-10-18 0:00,487926,127.0685797,37.6178054,Y,기업그룹,한화
1677,A15807606,목동14단지,양천구,신정동,아파트,분양,34,3100,라이프주택개발(주),라이프주택개발(주),1987-07-30 0:00,331864,126.8713633,37.5151892,N,,
1678,A10045302,신당남산타운(분양),중구,신당동,아파트,분양,35,3118,현대건설.SK건설.동아건설,신당3구역 주택재개발 사업조함,2002-05-25 0:00,432345,127.0072969,37.5467804,Y,기업그룹,현대건설; SK에코플랜트
1679,A13589802,압구정현대아파트,강남구,압구정동,아파트,분양,41,3130,현대건설,현대건설 현대산업개발,1976-06-07 0:00,516492,127.0280917,37.5331972,N,기업그룹,현대건설
1680,A13202312,방학신동아1단지,도봉구,방학동,아파트,분양,30,3169,신동아,0,1986-12-31 0:00,297343,127.0286105,37.6606886,N,,
1681,A13485302,강동롯데캐슬퍼스트아파트,강동구,암사동,아파트,분양,40,3226,롯데건설(주),롯데건설(주),2008-09-25 0:00,399293,127.1430468,37.556623,N,기업그룹,롯데건설
1682,A13982604,상계보람,노원구,상계동,아파트,분양,21,3315,군인공제회,군인공제회,1988-06-29 0:00,294983,127.0644118,37.6627915,N,,
1683,A13824005,신천장미1차2차,송파구,신천동,아파트,분양,31,3402,라이프주택개발,라이프주택개발,1979-01-24 0:00,412227,127.0994131,37.519587,N,,
1684,A13704104,반포자이,서초구,반포동,아파트,기타,44,3410,GS건설,반포주공3단지재건축주택정비사업조합,2009-03-13 0:00,814368,127.0135922,37.507538,N,기업그룹,GS건설
1685,A13986306,중계그린,노원구,중계동,아파트,분양,25,3481,서울도시개발공사,롯데건설(주)라이프주택(주)신동아건설(주)(주)삼호,1990-09-03 0:00,237406,127.0641156,37.6420264,N,,
1686,A15180705,관악드림타운,관악구,봉천동,아파트,분양,44,3544,"삼성물산,동아건설","삼성물산,동아건설",2003-09-06 0:00,531140,126.9506808,37.4898239,Y,기업그룹,삼성물산
1687,A13822002,잠실동트리지움,송파구,잠실동,아파트,분양,46,3696,"GS건설,현대건설,현대산업개발",잠실3단지 재건축조합,2007-08-24 0:00,597873,127.0895562,37.5083905,Y,기업그룹,현대건설; GS건설; 아이파크현대산업개발(HDC)
1688,A12185004,성산시영아파트,마포구,성산동,아파트,분양,33,3710,"유원, 선경, 대우건설",서울시청,1986-06-07 0:00,280399,126.9028201,37.5684652,Y,기업그룹,대우건설; SK에코플랜트
1689,A13606004,돈암한신한진아파트,성북구,돈암동,아파트,분양,30,3929,"한신공영(주), 한진중공업(주)","한신공영(주),한진중공업(주)",1998-07-01 0:00,659930,127.0102405,37.5949161,Y,,
1690,A13984005,월계시영고층,노원구,월계동,아파트,분양,32,3930,미성.미륭.삼호,서울시,1986-06-07 0:00,280427,127.0657785,37.6239862,Y,기업그룹,DL건설
1691,A13704901,반포본동아파트,서초구,반포동,아파트,분양,100,3610,대한주택공사,대한주택공사,1973-01-25 0:00,427856,126.9869329,37.5030465,N,,
1692,A13583507,은마,강남구,대치동,아파트,분양,28,4424,한보,한보,1979-08-30 0:00,504698,127.0650701,37.4977415,N,,
1693,A13820201,올림픽훼밀리타운,송파구,문정동,아파트,분양,56,4494,"대우,럭키개발,롯데건설,선경건설,태평양건설","대우,럭키개발,롯데건설,선경건설,태평양건설",1988-12-21 0:00,667132,127.1143761,37.4885215,Y,기업그룹,GS건설; 대우건설; 롯데건설; SK에코플랜트
1694,A13524011,개포주공1단지,강남구,개포동,아파트,분양,124,5040,대한주택공사,대한주택공사,1982-06-04 0:00,240629,127.0585214,37.4800022,N,,
1695,A13805002,올림픽선수기자촌아파트,송파구,방이동,아파트,분양,122,5540,한신공영(주) 외,서울특별시,1988-06-14 0:00,854994,127.1361039,37.5179148,Y,,
1696,A13822003,잠실리센츠,송파구,잠실동,아파트,분양,65,5563,"우방,삼성,대우,대림","우방,삼성,대우,대림",2008-07-31 0:00,935053,127.088451,37.5127515,Y,기업그룹,삼성물산; 대우건설; DL이앤씨
1697,A13822004,잠실엘스아파트,송파구,잠실동,아파트,분양,72,5678,"대림,삼성,현대,현산",잠실1단지재건축조합,2008-09-30 0:00,935380,127.088451,37.5127515,Y,기업그룹,삼성물산; 현대건설; DL이앤씨; 아이파크현대산업개발(HDC)
1698,A13824006,잠실파크리오,송파구,신천동,아파트,분양,66,6864,6개 시공사,"두산,쌍용,삼성,대림,코오롱,현대",2008-08-29 0:00,1142141,127.1093216,37.5212508,N,,
1699,A12170603,공덕래미안5차,마포구,공덕동,아파트,기타,9,794,삼성물산(주),공덕제5구역주택재개발정비사업소조합,2011-08-25 0:00,115939,126.9521365,37.5507992,N,기업그룹,삼성물산
1700,A13410011,고덕리엔파크2단지,강동구,강일동,아파트,기타,11,636,신동아,SH공사,2011-01-14 0:00,87368,127.1731354,37.5597131,N,,
1701,A13770105,반포미도2차,서초구,반포동,아파트,분양,3,435,한보건설,한보건설,1989-05-13 0:00,41174,127.0075124,37.5023578,N,,
1702,A13879102,잠실5단지아파트,송파구,잠실동,아파트,분양,30,3930,LH공사,LH,1978-04-15 0:00,455033,127.093004,37.5143691,N,,
1703,A13991015,월계유원,노원구,월계동,아파트,분양,1,154,유원건설,대동연립 주택조합,1998-04-14 0:00,18132,127.0454771,37.629816,N,,
1704,A12271402,동광갈현베르빌,은평구,갈현동,주상복합,분양,1,175,대교 대앤에스,대교디엔에스,2004-06-30 0:00,31911,126.9168122,37.6122422,N,,
1705,A13779431,신반포22,서초구,잠원동,아파트,분양,1,132,한신공영(주),한신공영(주),1983-09-17 0:00,16,127.0079051,37.5124574,N,,
1706,A15677204,사당신동아4단지,동작구,사당동,아파트,분양,8,912,신동아건설,...,1993-12-21 0:00,91646,126.9764363,37.4886826,N,,
1707,A15375809,독산주공14단지,금천구,독산동,아파트,분양,5,840,대한주택공사,대한주택공사,1990-11-14 0:00,54437,126.8865685,37.4601188,N,,
1708,A13671203,종암선경아파트,성북구,종암동,아파트,분양,2,238,선경건설,-,1996-09-19 0:00,25065,127.0338125,37.5944341,N,기업그룹,SK에코플랜트
1709,A13077702,휘경 미소지움아파트,동대문구,휘경동,아파트,분양,5,345,신성건설,신성건설,1999-08-31 0:00,50115,127.0644927,37.5915179,N,,
1710,A13679902,돈암힐스테이트,성북구,돈암동,아파트,분양,6,201,현대건설(주),돈암제1구역주택재개발조합,2007-04-18 0:00,29669,127.0149705,37.5986397,N,기업그룹,현대건설
1711,A12078704,홍제원 현대,서대문구,홍제동,아파트,분양,15,939,현대건설,현대건설,2000-06-14 0:00,128750,126.9495987,37.5876675,N,기업그룹,현대건설
1712,A14272303,한일유앤아이,강북구,미아동,아파트,분양,8,384,한일건설(주),한일건설(주),2002-11-29 0:00,63155,127.0365907,37.6148297,N,,
1713,A13671204,종암2차아이파크,성북구,종암동,아파트,분양,15,782,현대산업개발(주),현대산업개발(주),2005-09-30 0:00,117514,127.0309927,37.5973718,N,기업그룹,아이파크현대산업개발(HDC)
1714,A15176602,봉천건영6차아파트,관악구,봉천동,아파트,분양,3,184,(주)건영,동우재건축조합,1999-05-17 0:00,23306,126.9518898,37.4770751,N,,
1715,A15209003,청실아파트,구로구,개봉동,아파트,분양,1,156,,,1987-11-23 0:00,14898,126.8597726,37.4954923,N,,
1716,A13671205,종암SK,성북구,종암동,아파트,분양,6,1318,SK건설,종암구역주택개량재개발,1999-04-07 0:00,144122,127.0369642,37.6010883,N,기업그룹,SK에코플랜트
1717,A13876108,송파파인타운6단지,송파구,장지동,아파트,기타,7,564,경남기업,sh공사,2008-08-25 0:00,72224,127.1320225,37.4802994,N,,
1718,A13991017,월계초안산쌍용,노원구,월계동,아파트,분양,4,225,쌍용건설(주),.,2006-03-27 0:00,29883,127.0443868,37.6304246,N,기업그룹,쌍용건설
1719,A15606005,한강쌍용,동작구,본동,아파트,분양,2,161,쌍용건설(주),본동재개발조합,1999-04-30 0:00,23192,126.9529795,37.5121972,N,기업그룹,쌍용건설
1720,A13776508,반포푸르지오,서초구,반포동,아파트,분양,3,237,(주)대우,반포 대우 직장조합 외 6개 조합,2000-10-30 0:00,32930,126.9971987,37.5040994,N,기업그룹,대우건설
1721,A13113006,신내경남아너스빌,중랑구,신내동,아파트,분양,4,214,경남기업,보광아파트 주택정비사업조합,2007-02-16 0:00,29056,127.0970347,37.6037982,N,,
1722,A15271601,서울수목원현대홈타운스위트,구로구,항동,아파트,분양,11,245,케이앤드탑(주),현대건설,2004-12-10 0:00,38277,126.8198155,37.4842505,N,,
1723,A13770801,방배한신트리플,서초구,방배동,주상복합,분양,1,163,한신공영,한신공영,2004-02-27 0:00,21498,126.9893021,37.4912762,N,,
1724,A15777501,마곡중앙하이츠아파트,강서구,방화동,아파트,분양,8,930,중앙하이츠,중앙하이츠,1994-05-14 0:00,65845,126.80664,37.5697906,N,,
1725,A14077901,한남힐스테이트,용산구,한남동,아파트,분양,6,283,현대건설,현대건설,2003-10-02 0:00,56723,127.0038012,37.5287855,N,기업그룹,현대건설
1726,A15875101,목동1단지,양천구,목동,아파트,분양,34,1882,삼성종합건설,도시개발공사,1985-11-19 0:00,219212,126.880561,37.5392044,N,기업그룹,삼성물산
1727,A12070201,충정리시온,서대문구,충정로3가,주상복합,분양,1,258,대림,마포로 제5구역 6-1지구 도심 재개발주택조합,2004-09-23 0:00,20416,126.9651045,37.5604168,N,기업그룹,DL이앤씨
1728,A12078705,홍제인왕산현대,서대문구,홍제동,아파트,분양,10,700,현대건설,현대건설,2000-07-05 0:00,94222,126.9501007,37.5856879,N,기업그룹,현대건설
1729,A13676103,신동아파밀리에,성북구,석관동,아파트,분양,5,199,신동아건설,석관제3구역,2011-01-28 0:00,33370,127.0540258,37.6072388,N,,
1730,A13812004,마천우방,송파구,마천동,아파트,분양,4,249,(주)우방,우신연립 재건축조합,2002-11-29 0:00,33397,127.1520468,37.5003286,N,,
1731,A13276414,방학신동아3단지,도봉구,방학동,아파트,분양,3,210,신동아건설,신동아건설,1992-09-26 0:00,23132,127.0232617,37.6602606,N,,
1732,A13991018,롯데캐슬루나,노원구,월계동,아파트,분양,21,850,롯데건설,재건축조합,2006-11-30 0:00,130109,127.0507602,37.6259588,N,기업그룹,롯데건설
1733,A15076301,여의도대우트럼프월드,영등포구,여의도동,주상복합,분양,2,282,대우건설,대우건설,2002-10-30 0:00,78667,126.932358,37.5176189,N,기업그룹,대우건설
1734,A15670001,동작상떼빌주상복합,동작구,신대방동,아파트,분양,4,545,성원건설(주),에스엘종합건설(주),2006-08-25 0:00,122426,126.9069458,37.4874945,N,,
1735,A14072901,북한강성원아파트,용산구,이촌동,아파트,분양,2,340,성원건설,시민아파트 재건축조합,2001-08-07 0:00,31103,126.9537952,37.5273113,N,,
1736,A13478601,고덕현대아파트,강동구,명일동,아파트,분양,7,524,한국도시개발(주),한국도시개발(주),1986-02-07 0:00,73374,127.1535479,37.5505067,N,,
1737,A41279901,은평뉴타운상림마을14단지,은평구,진관동,아파트,분양,13,300,현대산업개발,sh공사,2008-06-14 0:00,69069,126.9291039,37.6484546,N,기업그룹,아이파크현대산업개발(HDC)
1738,A13993501,하계삼익선경,노원구,하계동,아파트,분양,6,396,"삼익건설(주)-3개동, 선경건설(주)-3개동","삼익건설,선경건설",1993-06-10 0:00,67222,127.076932,37.6390508,Y,기업그룹,SK에코플랜트
1739,A15101503,신림2차푸르지오,관악구,신림동,아파트,분양,8,349,대우건설(주),신림7구역 재개발조합,2007-02-06 0:00,54429,126.9199177,37.4613553,N,기업그룹,대우건설
1740,A13375901,한남하이츠,성동구,옥수동,아파트,분양,8,535,중앙건설,중앙건설,1982-09-18 0:00,75886,127.0141559,37.539745,N,,
1741,A13375902,옥수삼성,성동구,옥수동,아파트,분양,10,1114,삼성물산(주),삼성물산(주),1999-04-20 0:00,156220,127.0140492,37.5423772,N,기업그룹,삼성물산
1742,A13972601,중계건영2차,노원구,중계동,아파트,분양,6,742,(주)건영,(주)건영,1991-01-10 0:00,73398,127.0666719,37.6474564,N,,
1743,A13378001,서울숲힐스테이트,성동구,성수동2가,아파트,분양,5,445,현대건설,kt,2009-06-01 0:00,96114,127.0521533,37.5412384,N,기업그룹,현대건설
1744,A13782601,쌍용예가클래식,서초구,방배동,아파트,분양,3,216,쌍용건설,방배궁전리모델링주택조합,2006-12-27 0:00,38311,126.9877923,37.493704,N,기업그룹,쌍용건설
1745,A41279902,은평뉴타운상림마을5단지,은평구,진관동,아파트,기타,8,318,대우푸르지오,SH공사,2008-05-14 0:00,61410,126.9308402,37.6475351,N,,
1746,A12177801,서강한화오벨리스크스위트,마포구,창전동,주상복합,분양,3,192,한화건설,서미트캠프,2007-04-11 0:00,32610,126.9318242,37.5465994,N,기업그룹,한화
1747,A13672101,삼선푸르지오아파트,성북구,삼선동2가,아파트,분양,22,864,대우건설(주),조합아파트,2008-03-27 0:00,133964,127.0133812,37.5834945,N,기업그룹,대우건설
1748,A41279903,은평뉴타운상림마을7단지,은평구,진관동,아파트,기타,9,378,대우푸르지오,sh공사,2008-05-14 0:00,59834,126.9355523,37.6506098,N,,
1749,A13876109,송파파인타운2단지,송파구,장지동,아파트,기타,9,374,울트라건설(주),sh공사,2008-09-25 0:00,43249,127.1312464,37.4839845,N,,
1750,A15728009,우장산힐스테이트,강서구,내발산동,아파트,분양,40,2198,"현대건설,현대산업개발,한진중공업",화곡1주구재건축조합,2005-05-04 0:00,339035,126.8414673,37.5557622,Y,기업그룹,현대건설; 아이파크현대산업개발(HDC)
1751,A12170401,마포동원베네스트,마포구,도화동,아파트,분양,3,167,동원산업건설,동원,2010-04-29 0:00,18939,126.9523524,37.5403318,N,,
1752,A13671206,종암아이파크1차,성북구,종암동,아파트,분양,7,513,현대산업개발,종암1동재개발조합,2004-09-24 0:00,75690,127.0298689,37.6025494,N,기업그룹,아이파크현대산업개발(HDC)
1753,A13872502,롯데캐슬골드,송파구,신천동,주상복합,분양,2,400,롯데건설,롯데쇼핑,2005-11-22 0:00,243461,127.1006125,37.5145557,N,기업그룹,롯데건설
1754,A41279904,은평뉴타운상림마을6단지,은평구,진관동,아파트,기타,7,379,대우푸르지오,SH,2008-05-14 0:00,53595,126.924494,37.6354766,N,,
1755,A14277601,래미안미아1차,강북구,미아동,아파트,분양,6,306,삼성물산,미아제2구역주택재개발,2006-11-09 0:00,44674,127.019477,37.6260408,N,기업그룹,삼성물산
1756,A13971501,상계미도,노원구,상계동,아파트,분양,3,600,한보,한보,1988-04-12 0:00,76110,127.0610376,37.6461776,N,,
1757,A13076801,이문삼성래미안아파트,동대문구,이문동,아파트,분양,8,379,삼성물산 건설부문,삼성물산 건설부문,2001-11-07 0:00,66509,127.0568469,37.6004297,N,기업그룹,삼성물산
1758,A12071001,홍은두산,서대문구,홍은동,아파트,분양,3,294,두산건설(주),신성주택(주),1997-10-13 0:00,33404,126.9316681,37.579183,N,,
1759,A15095001,대림동현대,영등포구,대림동,아파트,분양,1,217,현대건설,대림동지역주택조합,1999-02-03 0:00,26392,126.9081879,37.4930349,N,기업그룹,현대건설
1760,A41279905,은평뉴타운상림마을4단지,은평구,진관동,아파트,기타,4,241,현대산업개발,sh공사,2008-05-14 0:00,45115,126.9293087,37.6482939,N,기업그룹,아이파크현대산업개발(HDC)
1761,A14278101,수유극동아파트,강북구,수유동,아파트,분양,7,574,동익건설,극동건설,1992-03-23 0:00,66879,127.0121448,37.6419306,N,,
1762,A15101504,관악산휴먼시아,관악구,신림동,아파트,기타,39,2810,한국토지주택공사,금호외,2008-03-13 0:00,411433,126.9212183,37.4616692,N,,
1763,A12071101,연희성원,서대문구,연희동,아파트,분양,8,581,성원건설,연희3동B지구재건축조합,2001-05-31 0:00,89550,126.9391726,37.5764491,N,,
1764,A13276415,방학청구,도봉구,방학동,아파트,분양,10,978,(주)청구,(주)청구,1994-06-20 0:00,105166,127.0262264,37.6580542,N,,
1765,A15178201,관악벽산블루밍,관악구,봉천동,아파트,분양,18,2105,벽산건설,벽산건설,2005-06-30 0:00,226769,126.9454566,37.4884554,N,,
1766,A41279906,은평뉴타운상림마을10단지,은평구,진관동,아파트,기타,4,230,현대산업개발,SH공사,2008-05-14 0:00,40031,126.9286741,37.648085,N,기업그룹,아이파크현대산업개발(HDC)
1767,A41279907,은평뉴타운상림마을11단지,은평구,진관동,아파트,기타,6,187,현대산업개발,SH공사,2008-05-14 0:00,28361,126.9262676,37.6322759,N,기업그룹,아이파크현대산업개발(HDC)
1768,A13276416,방학우성1차,도봉구,방학동,아파트,분양,8,658,우성건설(주),국민은행 주택조합,1992-07-15 0:00,73801,127.0238773,37.6579642,N,,
1769,A15728010,우장산롯데2차,강서구,내발산동,아파트,분양,3,157,롯데기공(주),경서연립재건축조합,2003-09-25 0:00,20828,126.8427487,37.5546673,N,,
1770,A13176801,묵동극동늘푸른아파트,중랑구,묵동,아파트,분양,2,188,(주)극동건설,묵동 우성아파트 재건축조합,1999-04-01 0:00,25596,127.0761342,37.6146204,N,,
1771,A12072801,DMC센트레빌,서대문구,남가좌동,아파트,기타,7,473,동부건설,주택조합,2009-06-02 0:00,76631,126.9156652,37.5759769,N,,
1772,A12204003,북한산힐스테이트1차,은평구,불광동,아파트,분양,11,603,현대건설,불광2구역 주택재개발조합,2009-07-16 0:00,96247,126.937083,37.6126016,N,기업그룹,현대건설
1773,A13272101,방학명품ESA2단지,도봉구,방학동,주상복합,분양,4,225,(주)SR개발,(주)SR개발,2003-09-03 0:00,44239,127.0456136,37.6664768,N,,
1774,A13576201,청담건영아파트,강남구,청담동,아파트,분양,2,240,건영종합건설(주),청강연합주택조합,1994-09-05 0:00,30509,127.0523705,37.5274224,N,,
1775,A13372101,성수2차대우,성동구,성수동1가,아파트,분양,5,283,대우건설,한일연립 재건축조합,1999-07-31 0:00,37148,127.0501613,37.5484228,N,기업그룹,대우건설
1776,A14272304,SK북한산시티아파트,강북구,미아동,아파트,분양,47,3830,sk건설,미아제1구역 제1지구 주택개량 재개발조합,2004-05-07 0:00,544952,127.0123459,37.6181847,N,기업그룹,SK에코플랜트
1777,A15875102,목동2단지,양천구,목동,아파트,분양,37,1640,(주)유원건설,서울특별시,1986-09-30 0:00,207571,126.8762201,37.5374403,N,,
1778,A15672001,보라매우성,동작구,신대방동,주상복합,분양,2,199,우성건설,우성건설,1995-11-14 0:00,32438,126.9251592,37.492347,N,,
1779,A13770607,서초5차e편한세상,서초구,서초동,아파트,분양,2,161,대림건설,디케이건설,2005-12-23 0:00,46330,127.0077138,37.4785869,N,기업그룹,DL건설
1780,A15678101,상도현대,동작구,상도동,아파트,분양,2,194,현대건설,상도연합주택조합,2003-06-16 0:00,21098,126.9516004,37.5009336,N,기업그룹,현대건설
1781,A13987501,성북역신도브래뉴,노원구,월계동,아파트,분양,3,157,(주)신도종합건설,(주)신도종합건설,2005-05-23 0:00,19627,127.0589298,37.6231556,N,,
1782,A15101505,신림벽산블루밍,관악구,신림동,아파트,분양,3,177,벽산건설,삼두아파트재건축주택조합,2005-09-29 0:00,23719,126.9311914,37.4639058,N,,
1783,A13971502,상계주공3단지,노원구,상계동,아파트,분양,26,2213,한국주택공사,한국주택공사,1987-11-21 0:00,186785,127.0568216,37.651102,N,,
