?번호,k-아파트코드,k-아파트명,주소(시군구),주소(읍면동),"k-단지분류(아파트,주상복합등등)",k-세대타입(분양형태),k-전체동수,k-전체세대수,k-건설사(시공사),k-시행사,k-사용검사일-사용승인일,k-연면적,좌표X,좌표Y,컨소시엄여부,수정필드,기업그룹
169,A12182101,망원1차대림,마포구,망원동,아파트,분양,4,181,(주)삼호,대림산업(주),2002-10-02 0:00,27269,126.90486,37.5534385,N,기업그룹,DL건설
170,A13821001,송파파인타운4단지,송파구,장지동,아파트,기타,4,181,신한종합건설(주),SH공사,2008-04-03 0:00,23655,127.1296412,37.4818131,N,,
171,A15882104,목동진도아파트,양천구,목동,아파트,분양,2,183,진도종합건설(주),진도종합건설(주),1998-09-08 0:00,25434,126.868592,37.5244455,N,,
172,A14319003,자양현대,광진구,자양동,아파트,분양,2,182,고려산업개발,고려산업개발,1993-05-27 0:00,21455,127.0824168,37.5281212,N,,
173,A14322001,중곡SK,광진구,중곡동,아파트,분양,3,182,(주)SK건설,대진연립 재건축조합,1999-11-30 0:00,25413,127.086509,37.5688712,N,기업그룹,SK에코플랜트
174,A15809201,신도신월1차,양천구,신월동,아파트,분양,3,182,한성강서재건축조합,신도종합건설,2004-06-25 0:00,22236,126.8468136,37.51794,N,,
175,A15210102,오류금호어울림,구로구,오류동,아파트,분양,2,182,금호건설,금호건설,2006-09-18 0:00,22177,126.8391422,37.4984546,N,,
176,A15609401,사당삼익그린뷰,동작구,사당동,아파트,분양,2,183,삼익건설,삼익건설,2003-10-02 0:00,26617,126.9691308,37.4772227,N,,
177,A12180401,공덕현대,마포구,공덕동,아파트,분양,2,183,(주)현대산업개발,대신증권주택조합,1989-08-07 0:00,18353,126.9501318,37.5482962,N,기업그룹,아이파크현대산업개발(HDC)
178,A13204201,창동금용,도봉구,창동,아파트,분양,1,183,금용종합건설주식회사,금용,1997-05-09 0:00,25150,127.0356752,37.6378476,N,,
179,A13591402,역삼금호어울림,강남구,역삼동,아파트,분양,3,183,금호산업(주),금호,2003-12-02 0:00,36420,127.0349001,37.4920882,N,,
180,A13184401,면목삼호,중랑구,면목동,아파트,분양,1,183,(주)삼호,강남주택외3개조합,2000-05-27 0:00,23209,127.088375,37.5763667,N,기업그룹,DL건설
181,A15010501,양평동보아파트,영등포구,양평동5가,아파트,분양,2,184,동보건설,동보건설,1998-10-16 0:00,22040,126.8909429,37.5379791,N,,
182,A13510201,청담삼환,강남구,청담동,아파트,분양,1,184,삼환기업(주),동일건축,1999-11-30 0:00,23782,127.0476322,37.5216958,N,,
183,A13786601,서초자이,서초구,서초동,아파트,분양,4,184,GS건설,서초우성4차재건축조합,2006-04-18 0:00,49153,127.0202181,37.4848719,N,기업그룹,GS건설
184,A13487102,천호현대타워,강동구,천호동,주상복합,분양,1,185,현대산업개발,세원기공,1999-02-02 0:00,44200,127.1346427,37.5364504,N,기업그룹,아이파크현대산업개발(HDC)
185,A14376501,한솔리베르,광진구,자양동,아파트,분양,1,185,한솔,자양한강연합주택조합,2002-01-24 0:00,23388,127.084689,37.5281456,N,,
186,A15303401,시흥금강,금천구,시흥동,아파트,분양,1,185,금강kcc,..,2000-09-07 0:00,26179,126.9080935,37.4630828,N,,
187,A13409001,상일동아,강동구,상일동,아파트,분양,1,186,(주)동아건설,상일동연합주택조합,1997-06-21 0:00,22428,127.1675162,37.5461461,N,,
188,A15786405,염창우성2차,강서구,염창동,아파트,분양,1,186,우성건설(주),우성건설(주),1992-05-20 0:00,19141,126.8695201,37.5556867,N,,
189,A15783902,등촌태영,강서구,등촌동,아파트,분양,3,186,태영건설(주),등촌동 해바라기 재건축 주택조합,1998-06-25 0:00,24321,126.8641456,37.55566,N,,
190,A15009602,문래한신,영등포구,문래동6가,아파트,분양,2,186,(주)한신공영,(주) 한신공영,1985-01-11 0:00,20288,126.8840481,37.5193166,N,,
191,A15886402,신정대성유니드아파트2차,양천구,신정동,아파트,분양,2,186,대성,대성,2004-07-15 0:00,21041,126.8488666,37.5209773,N,,
192,A15785002,방화3차우림필유,강서구,방화동,아파트,분양,3,187,우림건설,건우예원연립재건축주택조합,2005-06-02 0:00,24927,126.7983185,37.5733512,N,,
193,A15770101,화곡2차보람,강서구,화곡동,아파트,분양,3,187,보람건설,"현대,인산",2004-11-01 0:00,25165,126.8546342,37.5540644,N,,
194,A13510002,청담휴먼스타빌,강남구,청담동,주상복합,분양,1,191,휴먼터치,휴먼터치,2005-10-21 0:00,17558,127.0460731,37.5237052,N,,
195,A13204501,창동대동,도봉구,창동,아파트,분양,2,188,(주)대동,창5동재건축주택조합,1999-06-19 0:00,25064,127.0440625,37.6617487,N,,
196,A15209201,개봉상우,구로구,개봉동,아파트,분양,2,188,상우건설,상우건설,1997-12-11 0:00,24033,126.8613898,37.4936411,N,,
197,A12282102,브라운스톤구산,은평구,구산동,아파트,분양,6,189,이수건설(주),이수건설,2006-03-27 0:00,33179,126.9092409,37.6115205,N,,
198,A15286602,구로월드,구로구,구로동,아파트,분양,2,189,월드건설주식회사,월드건설,1998-12-24 0:00,25499,126.875877,37.5055458,N,,
199,A15809601,신월대주파크빌,양천구,신월동,아파트,분양,3,189,대주건설(주),대주건설,2004-07-31 0:00,22570,126.8426052,37.5144203,N,,
200,A12125001,성산2차e-편한세상,마포구,성산동,아파트,분양,3,189,대림산업,대림산업,2005-07-26 0:00,26727,126.9053595,37.5697756,N,기업그룹,DL이앤씨
201,A13824001,포스코더샵스타리버,송파구,신천동,주상복합,분양,2,189,포스코,프리즘,2006-09-29 0:00,76449,127.1044137,37.5177485,N,기업그룹,포스코이앤씨
202,A13201201,도봉현대성우,도봉구,도봉동,주상복합,분양,1,190,성우종합건설(주),도봉재건축주택조합,1998-12-01 0:00,26963,127.0476751,37.676276,N,,
203,A13905101,월계한일1차,노원구,월계동,아파트,분양,1,190,한일건설(주),신아연립,1999-12-09 0:00,29399,127.0615753,37.6219737,N,,
204,A13980105,공릉대동2차,노원구,공릉동,아파트,분양,2,190,대동건설,"대원,한성,성심연립재건축조합",1999-10-23 0:00,27349,127.0701721,37.6266546,N,,
205,A13203401,쌍문이안아파트,도봉구,쌍문동,아파트,분양,4,190,대우자동차산업,대우자동차산업,2004-04-01 0:00,30284,127.0292393,37.6515473,N,,
206,A15784003,등촌코오롱오투빌1차,강서구,등촌동,아파트,분양,1,191,코오롱건설,제일아파트 재건축조합,1999-06-14 0:00,25254,126.8582916,37.5560031,N,,
207,A13123001,예성그린캐슬아파트,중랑구,망우동,아파트,분양,4,191,예성종합건설,예성종합건설,2004-05-25 0:00,22733,127.1020462,37.597046,N,,
208,A13980706,공릉대주파크빌,노원구,공릉동,아파트,분양,1,191,대주주택(주),"동일,우성연립재건축주택조합",2003-01-20 0:00,27885,127.0722615,37.6211799,N,,
209,A12281701,코오롱하늘채아파트,은평구,갈현동,아파트,분양,3,191,코오롱건설주식회사,한남재건축조합,2003-09-23 0:00,30025,126.9109852,37.6232165,N,,
210,A13286002,쌍문현대2차,도봉구,쌍문동,아파트,분양,2,192,현대건설,현대건설,1993-11-30 0:00,19497,127.0300422,37.6593237,N,기업그룹,현대건설
211,A15001003,서울아파트관리사무소,영등포구,여의도동,아파트,분양,2,192,삼익건설,삼익건설,1976-09-18 0:00,35579,126.9311508,37.5270586,N,,
212,A14003101,이촌반도,용산구,이촌동,아파트,분양,2,192,삼익주택,삼익주택,1977-01-12 0:00,35955,126.9819539,37.5170003,N,,
213,A12185602,신수세양청마루,마포구,신수동,아파트,분양,4,192,아천세양건설,신수구역주택재개발조합,2003-12-15 0:00,26304,126.9368027,37.5477681,N,,
214,A12283601,녹번2차현대아파트(녹번2현대),은평구,녹번동,아파트,분양,2,192,현대산업개발(주),현대산업개발(주),2001-05-24 0:00,24502,126.9246203,37.6051208,N,기업그룹,아이파크현대산업개발(HDC)
215,A13922002,중계진로유통조합아파트(중계진로대림아파트),노원구,중계동,아파트,분양,1,192,대림건설,진로직장주택조합,1992-06-12 0:00,19467,127.0820882,37.6486779,N,기업그룹,DL건설
216,A12009101,홍제남양,서대문구,홍제동,아파트,분양,3,192,남양건설(주),백련연합 재건축 주택조합,1999-09-30 0:00,28849,126.9381745,37.5887933,N,,
217,A12102002,공덕한화꿈에그린,마포구,공덕동,아파트,분양,4,192,한화건설,한화건설,2004-08-30 0:00,31838,126.9554496,37.5471128,N,기업그룹,한화
218,A13783001,방배3차e편한세상,서초구,방배동,아파트,분양,5,192,대림산업(주),주)비젼베이스,2006-03-31 0:00,68971,126.9917515,37.4943275,N,기업그룹,DL이앤씨
219,A12281801,갈현한솔아파트,은평구,갈현동,아파트,분양,1,193,한솔건설(주),한솔건설(주),1997-12-09 0:00,23447,126.9100162,37.6181006,N,,
220,A13114103,묵동금호어울림,중랑구,묵동,아파트,분양,2,193,금호건설,묵동금호어울림아파트,2003-12-03 0:00,28353,127.0800529,37.6127305,N,,
221,A13676501,정릉쌍용,성북구,정릉동,아파트,분양,2,193,쌍용건설,쌍용건설,1999-11-13 0:00,26102,127.0183398,37.5995474,N,기업그룹,쌍용건설
222,A13010001,장안2차현대홈타운,동대문구,장안동,아파트,분양,3,193,현대건설,장안삼사공재견축주택조합,2005-12-20 0:00,29161,127.0715649,37.5685321,N,기업그룹,현대건설
223,A13786704,서초한신플러스타운,서초구,서초동,아파트,분양,2,194,주식회사 한신공영,주식회사 한신공영,2001-12-14 0:00,34040,127.0138848,37.4824547,N,,
224,A13292701,창동성원,도봉구,창동,아파트,분양,2,194,성원건설,성원건설,2001-06-02 0:00,26612,127.0497889,37.660802,N,,
225,A13204502,북한산한신휴플러스,도봉구,창동,아파트,분양,2,194,한신공영(주),오엘디앤씨(주),2007-07-31 0:00,37147,127.0464538,37.654516,N,,
226,A13813002,오금우방,송파구,오금동,아파트,분양,3,196,우방,신범화연립재건축조합,2001-03-12 0:00,29079,127.1395964,37.501501,N,,
227,A13406201,둔촌현대2차,강동구,둔촌동,아파트,분양,2,196,현대건설(주),한국보험공사직장조합,1988-01-29 0:00,19769,127.1408785,37.5300052,N,기업그룹,현대건설
228,A12104001,도화현대,마포구,도화동,아파트,분양,2,196,현대건설,소양재건축조합,1998-09-24 0:00,24729,126.9539119,37.5402834,N,기업그룹,현대건설
229,A15704006,염창우성3차,강서구,염창동,아파트,분양,2,196,우성건설(주),우성건설,1993-01-15 0:00,23276,126.8674295,37.5512975,N,,
230,A15001004,여의도장미,영등포구,여의도동,아파트,분양,2,196,라이프주택(주),라이프주택(주),1978-06-06 0:00,32282,126.9342433,37.5234281,N,,
231,A13610001,정릉우방아파트,성북구,정릉동,아파트,분양,1,196,우방건설,우방건설,1999-07-28 0:00,27327,127.0097457,37.6002122,N,,
232,A12209001,DMC청구아파트,은평구,수색동,아파트,분양,3,196,청구,(주)한국토지신탁,2000-03-16 0:00,26639,126.9014333,37.5811202,N,,
233,A13510003,청담대우유로카운티,강남구,청담동,아파트,분양,4,196,(주)대우건설,(주)대우건설,2004-04-22 0:00,41998,127.0500382,37.5235176,N,기업그룹,대우건설
234,A15384101,현대공무원,금천구,시흥동,아파트,분양,1,197,현대사업개발,현대산업개발,1996-06-24 0:00,21956,126.9106809,37.4540267,N,,
235,A13586101,도곡대림,강남구,도곡동,아파트,분양,2,197,대림건설,법무부 주택조합외 4개주택조합,1992-11-19 0:00,22757,127.040409,37.4866347,N,기업그룹,DL건설
236,A15188801,신림초원,관악구,신림동,아파트,기타,1,197,대양건설(주),sh공사,1999-07-07 0:00,17432,126.9141266,37.4734101,N,,
237,A15603401,경향렉스빌아파트,동작구,상도동,아파트,분양,2,197,경향건설(주),삼진재건축조합,2002-10-15 0:00,33119,126.9422939,37.4952643,N,,
238,A12013001,DMC휴먼빌,서대문구,북가좌동,아파트,분양,4,197,일신건영,,2008-12-23 0:00,30955,126.912154,37.5773849,N,,
239,A13123101,망우신원,중랑구,망우동,아파트,분양,1,198,일해건설,신원건설,1999-03-11 0:00,21697,127.1084773,37.5999879,N,,
240,A13487103,천호코오롱,강동구,천호동,아파트,분양,1,198,코오롱건설,천호재개발조합,1988-11-19 0:00,19014,127.1283799,37.5394858,N,,
241,A13509001,삼성현대,강남구,삼성동,아파트,분양,1,198,현대산업개발,동남아재건축조합,1999-04-16 0:00,28438,127.044375,37.5167109,N,기업그룹,아이파크현대산업개발(HDC)
242,A13580001,개포현대3차,강남구,개포동,아파트,분양,5,198,현대건설(주),현대건설(주),1986-03-31 0:00,33306,127.0613626,37.4878695,N,기업그룹,현대건설
243,A13613001,하월곡아남,성북구,하월곡동,아파트,분양,1,198,아남건설,하월곡동 지역조합,1996-12-03 0:00,22466,127.0347011,37.6056942,N,,
244,A15086601,양평경남2차아너스빌,영등포구,양평동4가,아파트,분양,1,198,(주)경남기업,불이아파트재건축조합,2000-03-11 0:00,26742,126.8962196,37.5357495,N,,
245,A13980401,공릉신성미소지움,노원구,공릉동,아파트,분양,2,198,(주)신성건설,공릉동 한일연립 재건축 조합,2004-06-18 0:00,28345,127.0810608,37.6250356,N,,
246,A12284701,불광대호2차,은평구,불광동,아파트,분양,2,198,(주)대호,불광1동 재건축조합,2000-09-02 0:00,27210,126.9328692,37.6147577,N,,
247,A13985201,월계극동,노원구,월계동,아파트,분양,2,199,극동건설(주),극동건설(주),1996-08-09 0:00,21327,127.0459205,37.6295448,N,,
248,A13812002,마천금호,송파구,마천동,아파트,분양,1,199,금호산업,지하철공사직장조합외연합주택조합,1998-05-29 0:00,25233,127.1533259,37.4947152,N,,
249,A13784102,방배1차이편한세상,서초구,방배동,아파트,분양,3,199,대림건설(주),대림비젼베이스,2003-12-30 0:00,59833,126.9992461,37.4875435,N,기업그룹,DL건설
250,A13527003,우성캐릭터199 아파트,강남구,도곡동,주상복합,분양,2,199,(주)우성건설,(주)우성건설,1998-11-07 0:00,100497,127.0518892,37.4865208,N,,
251,A13120001,면목마젤란21,중랑구,면목동,아파트,분양,3,199,유진건설,유진건설,2007-03-15 0:00,24136,127.0841438,37.5868369,N,,
252,A13780002,신반포한신23차,서초구,반포동,아파트,분양,1,200,한신공영,한신공영,1983-12-27 0:00,13005,127.0011826,37.5094382,N,,
253,A15805105,목동성원,양천구,목동,아파트,분양,2,200,성원건설,(주)목동성원 재건축주택조합,1997-01-25 0:00,24523,126.8693341,37.5264032,N,,
254,A12205001,미미아파트,은평구,갈현동,아파트,분양,2,200,(주) 강산건설,미미주택(주),1997-05-07 0:00,27470,126.913541,37.6189819,N,,
255,A15080402,당산삼익,영등포구,당산동3가,아파트,분양,2,176,삼익,삼익,1979-05-04 0:00,26886,126.8953498,37.5279629,N,,
256,A15083201,도림청구,영등포구,도림동,아파트,분양,1,200,청구건설,"호진제강(주), (주) 청구주택",1997-11-28 0:00,23246,127.1088843,37.549662,N,,
257,A14380202,광장일신워커힐,광진구,광장동,,분양,2,200,,,2013-08-16,16970,127.1088843,37.549662,N,,
258,A15883702,신월서울가든,양천구,신월동,아파트,분양,3,200,삼익건설,삼익건설,1985-05-29 0:00,24595,126.848656,37.5252901,N,,
259,A15703001,코오롱하늘채아파트,강서구,등촌동,아파트,분양,3,200,코오롱글로벌(주),청우주택조합,2003-11-19 0:00,23580,126.8606406,37.554268,N,,
260,A13201202,도봉파크빌3단지,도봉구,도봉동,아파트,분양,3,200,"계룡건설, 유진건설",SH공사,2002-12-02 0:00,28792,127.048658,37.6876334,Y,기업그룹,계룡건설산업
261,A15009503,문래대림,영등포구,문래동5가,주상복합,분양,1,200,대림건설,(주)대림산업,2000-01-28 0:00,24444,126.8880592,37.5170201,N,기업그룹,DL건설
262,A15602002,보라매코오롱하늘채,동작구,대방동,아파트,분양,2,200,코오롱건설,코오롱건설(주),2005-09-16 0:00,27271,126.9231264,37.4985351,N,,
263,A15187101,신림우방,관악구,신림동,아파트,기타,3,201,(주)우방,(주)우방,1999-11-30 0:00,27367,126.9188034,37.4889489,N,,
